user_id,item_id,recommend,coincide
diego9031,12100,True,False
diego9031,204360,True,False
diego9031,440,True,False
diego9031,224260,True,False
jarrodtrim,440,True,False
76561198078738103,304930,True,False
76561198067936203,440,True,False
76561198079770573,1840,True,False
76561198087586464,440,True,False
Derp-e,440,True,False
76561198070194565,233250,True,False
76561198070194565,449140,True,False
76561198070194565,246280,True,False
76561198070194565,427270,True,False
76561198070194565,397100,True,False
76561198070194565,248570,True,False
Rivtex,298630,True,False
UTNerd24,244210,True,False
UTNerd24,440,True,False
UTNerd24,376920,True,False
UTNerd24,257750,True,False
UTNerd24,221910,True,False
UTNerd24,2280,True,False
sandwiches1,417860,False,False
76561198138053270,218620,True,False
lucaswerg,218620,True,False
lucaswerg,222880,True,False
Life-Of-Blu,377160,True,False
Life-Of-Blu,211820,True,False
CaptianAutismo,252490,True,False
76561198075895633,440,True,False
TheDropix101,242920,True,False
kube134,251990,True,False
iamthekingofbrowntown,344760,False,False
iamthekingofbrowntown,252950,True,False
iamthekingofbrowntown,236430,True,False
iamthekingofbrowntown,399730,True,False
MainScout,550,True,False
yookobz,377160,True,False
yookobz,219150,True,False
Posiblydead,277430,True,False
Posiblydead,239820,True,False
Posiblydead,17410,True,False
Mossy_Gaming,440,True,False
76561198102421718,270550,True,False
76561198102421718,274940,True,False
76561198102421718,333930,True,False
76561198087407319,440,True,False
76561198056741844,730,True,False
sad-commie,294100,True,False
sad-commie,212070,True,False
sad-commie,264140,True,False
76561198030567998,332800,True,False
76561198030567998,319630,True,False
76561198030567998,6020,True,False
76561198030567998,55230,True,False
76561198030567998,32430,True,False
76561198010674657,377160,False,False
76561198010674657,440,True,False
Coldaniel,35450,True,False
Coldaniel,440,True,False
Coldaniel,236390,True,False
therealmorty,351570,True,False
therealmorty,212680,True,False
Berserklejerker,391540,True,False
76561198061730629,550,True,False
YoHuNz,440,True,False
YoHuNz,570,True,False
possessioniskey,72850,True,False
possessioniskey,440,True,False
possessioniskey,113400,True,False
76561198093112529,440,True,False
76561198060447950,200510,True,False
whiteofwolfing,730,True,False
sergarino,383080,True,False
76561198081962345,200210,True,False
76561198081962345,1250,True,False
76561198073210139,304050,True,False
Nozomikat,265610,True,False
Nozomikat,264200,True,False
Nozomikat,417860,True,False
Nozomikat,333600,True,False
Nozomikat,213670,True,False
Nozomikat,91310,True,False
Nozomikat,437220,False,False
xfluttersx,351640,True,False
xfluttersx,202530,False,False
xfluttersx,105600,True,False
xfluttersx,440,True,False
xfluttersx,47870,True,False
xfluttersx,383080,True,False
xfluttersx,410,True,False
76561198056290589,730,True,False
ii_voltage_ii,253710,False,False
ii_voltage_ii,339280,True,False
ii_voltage_ii,271290,True,False
ii_voltage_ii,203290,True,False
76561198097762318,440,True,False
76561198097762318,233150,True,False
Hirukaz,550,True,False
StelerForYou,730,True,False
StelerForYou,211820,True,False
76561198183396245,440,True,False
Xx-Woods,346330,False,False
Xx-Woods,224260,True,False
Xx-Woods,317360,True,False
Xx-Woods,295550,True,False
Xx-Woods,250180,True,False
Xx-Woods,227940,True,False
Xx-Woods,17520,True,False
Xx-Woods,113420,True,False
kevinator23,320760,True,False
kevinator23,8850,True,False
kevinator23,233720,True,False
kevinator23,218620,True,False
kevinator23,730,True,False
kevinator23,219740,True,False
kevinator23,220240,True,False
kevinator23,440,True,False
76561198090715178,4000,True,False
76561198090715178,304930,True,False
CatsWhale,333950,True,False
CatsWhale,388520,True,False
CatsWhale,107410,True,False
CatsWhale,206210,True,False
76561198073784601,221100,True,False
76561198073784601,299740,False,False
mimimomoma,730,True,False
76561198102410011,440,True,False
de_Butl3r,209870,True,False
76561198027947401,322170,True,False
76561198027947401,304050,True,False
Bluezap1,440,True,False
Bluezap1,730,True,False
Bluezap1,413850,True,False
76561198074200011,730,True,False
jonasdbomb,346110,True,False
L1J1N,570,True,False
Lord_Exploit,311560,True,False
Lord_Exploit,322170,True,False
AVATAR715,48240,False,False
AVATAR715,440,True,False
AVATAR715,248570,True,False
AVATAR715,264140,True,False
AVATAR715,4000,True,False
AVATAR715,266430,True,False
AVATAR715,316010,True,False
AVATAR715,249570,True,False
YieuwMage,730,True,False
76561198078752187,240,True,False
A-Very-Sly-Person,304930,True,False
A-Very-Sly-Person,440,True,False
76561198211054671,730,True,False
76561198211054671,333930,True,False
76561197994493402,365590,True,False
76561197994493402,264200,True,False
76561197994493402,440,True,False
Koolcaz12,298050,False,False
76561198065656175,383080,True,False
76561198188979775,440,True,False
97396295,301520,True,False
97396295,243870,True,False
97396295,218230,False,False
97396295,291550,False,False
76561198126640317,251570,True,False
76561198126640317,221100,True,False
76561198126640317,316010,True,False
76561198126640317,333930,True,False
76561198126640317,730,True,False
DemonicWolvz,55230,True,False
DemonicWolvz,232090,True,False
DemonicWolvz,4000,True,False
DemonicWolvz,206420,True,False
DemonicWolvz,224260,True,False
DemonicWolvz,550,True,False
DieMadchenschanderin,346110,True,False
DieMadchenschanderin,380770,False,False
DieMadchenschanderin,454890,True,False
DieMadchenschanderin,227680,False,False
GGargula,570,False,False
GGargula,233250,True,False
Myther43,273350,True,False
getf0kinn0sc0pedm9,730,True,False
getf0kinn0sc0pedm9,440,False,False
76561198141443390,730,True,False
76561198097333029,570,True,False
whodafuqisthisguilao,730,True,False
Magjiikal,370480,True,False
Magjiikal,313740,True,False
ohnospaghet,1840,True,False
ohnospaghet,440,True,False
ohnospaghet,266210,True,False
ohnospaghet,369200,True,False
ohnospaghet,252490,False,False
76561198050347115,292030,True,False
2768820078,287700,True,False
2768820078,730,False,False
2768820078,310950,True,False
2768820078,377160,True,False
2768820078,221380,True,False
2768820078,333950,True,False
2768820078,222420,False,False
2768820078,271590,True,False
2768820078,298110,True,False
2768820078,222440,True,False
76561198056392326,259530,True,False
76561198056392326,219640,False,False
2d4nk4m3,317470,False,False
2d4nk4m3,47410,True,False
76561198078478151,730,True,False
exiaez,365450,True,False
76561198095921854,245620,True,False
EizanAratoFujimaki,70,True,False
EizanAratoFujimaki,359550,False,False
TeCool,274980,True,False
TeCool,202090,True,False
TeCool,339280,True,False
TeCool,314130,False,False
2xDelorean,570,True,False
2xDelorean,212680,True,False
2xDelorean,200210,True,False
2xDelorean,440,True,False
washington_,440,False,False
washington_,4000,True,False
washington_,417860,True,False
jewxxl,251970,True,False
76561198088944293,359550,True,False
76561198088944293,107410,True,False
76561198088944293,218230,False,False
76561198088944293,437701,False,False
76561198088944293,304930,True,False
76561198092540221,400,True,False
76561198092540221,620,True,False
76561198092540221,6060,True,False
76561198092540221,440,True,False
76561198051258119,730,True,False
nubquake123,265610,True,False
Pyromanic,31280,True,False
Pyromanic,4000,True,False
76561198109656922,440,True,False
CobRazor,252490,True,False
relesprit,8930,True,False
WitchHunter4542,304930,True,False
WitchHunter4542,237310,True,False
WitchHunter4542,224260,True,False
pwrt,230410,True,False
pwrt,440,True,False
wantmahbody,440,True,False
76561198115868847,219640,False,False
benedictcuminherbatch,570,True,False
76561198031207016,8930,True,False
76561198043458582,105600,True,False
76561198043458582,221100,True,False
76561198043458582,107410,True,False
76561198043458582,231430,True,False
smashiroshh,218620,True,False
shark854,225540,True,False
killbunny38,570,True,False
killbunny38,333930,False,False
76561198047630659,230410,False,False
1337lolroflmao,271590,True,False
1337lolroflmao,218620,True,False
1337lolroflmao,219740,True,False
1337lolroflmao,7940,True,False
1337lolroflmao,234190,True,False
1337lolroflmao,261030,True,False
1337lolroflmao,243470,True,False
sithjjf,302830,False,False
76561198060039459,570,False,False
OzfurAtlas,218620,False,False
OzfurAtlas,4700,True,False
OzfurAtlas,212680,True,False
76561198065593074,304930,False,False
76561198065593074,730,False,False
76561198065593074,304050,True,False
76561198065593074,203750,True,False
76561198044169764,227940,False,False
76561198044169764,355180,False,False
76561198044169764,730,True,False
76561198044169764,4000,True,False
euzi,236390,True,False
76561198074935997,221100,False,False
76561198074935997,365590,False,False
76561198074935997,299740,True,False
76561198074935997,346110,False,False
76561198074935997,275850,False,False
76561198074935997,400800,False,False
76561198074935997,252490,False,False
76561198074935997,437220,False,False
76561197961778802,730,True,False
lucasrash,440,True,False
76561198016602703,301520,False,False
76561198016602703,433340,True,False
thisissohardtomakeoneup,440,True,False
76561198087010391,4000,True,False
66666669999999,302830,False,False
76561198061174192,220200,True,False
ReMiXOfficalSteam,352460,True,False
Wilfire77,322920,True,False
76561198084390807,234792,True,False
76561198084390807,252490,True,False
Mastic,304050,False,False
Mastic,297130,True,False
Mastic,397570,True,False
Mastic,550,True,False
Mastic,206420,True,False
Mastic,278360,False,False
76561198028286104,10180,True,False
tarjla,242760,True,False
tarjla,304930,True,False
tarjla,441790,True,False
tarjla,265750,True,False
tarjla,252490,True,False
tarjla,4000,True,False
tarjla,211820,True,False
tarjla,105600,True,False
tarjla,730,True,False
deathnz1,233110,False,False
deathnz1,322910,False,False
deathnz1,276340,True,False
readingthis4noobs,227940,True,False
76561198104393251,304930,True,False
76561198075322986,730,True,False
redsncrimson,448530,True,False
redsncrimson,304410,True,False
redsncrimson,620,True,False
redsncrimson,274920,True,False
redsncrimson,211820,True,False
redsncrimson,49520,True,False
redsncrimson,223510,True,False
redsncrimson,440,True,False
76561198151910904,252950,True,False
H1DD3NT3RR0R,240,True,False
H1DD3NT3RR0R,105600,True,False
H1DD3NT3RR0R,204300,True,False
H1DD3NT3RR0R,730,True,False
H1DD3NT3RR0R,440,False,False
H1DD3NT3RR0R,570,True,False
76561198071214618,268750,True,False
76561198115115631,570,True,False
76561198071175142,570,True,False
76561198071175142,271590,True,False
t8s,360870,True,False
t8s,730,True,False
pikawuu2,230410,True,False
pikawuu2,12900,True,False
Sammeh00,301520,True,False
Michaelele,6060,True,False
Michaelele,730,True,False
Michaelele,107410,True,False
Michaelele,304930,True,False
76561198045754869,335670,True,False
76561198076098774,215080,True,False
76561198103253374,570,True,False
76561198048417105,271590,True,False
76561198048417105,730,True,False
76561198048417105,244160,True,False
76561198048417105,270880,True,False
76561198090842891,8190,True,False
76561198055767971,247730,False,False
76561197998052647,233630,True,False
adohya343,303390,False,False
76561198145436942,221100,True,False
jjas01,208812,False,False
jjas01,218620,False,False
jjas01,243120,True,False
jjas01,234140,True,False
jjas01,204450,True,False
jjas01,225260,True,False
jjas01,50300,True,False
jjas01,201810,True,False
jjas01,212630,False,False
jjas01,427820,False,False
3xotic26,500,True,False
3xotic26,550,True,False
iamthetrashlord,206420,True,False
iamthetrashlord,213670,True,False
3dster,550,True,False
76561198079990063,231040,True,False
Forty-Nine,221100,True,False
Forty-Nine,376300,False,False
76561198051017916,351040,True,False
76561198051017916,250600,True,False
L4M1NAS,227940,True,False
L4M1NAS,437220,True,False
L4M1NAS,221100,True,False
76561198096766604,301520,False,False
76561197995322437,264710,True,False
imsojipper,218620,True,False
76561198084542731,206420,True,False
76561198084542731,47790,True,False
76561198103671881,570,True,False
mrpfresh,236110,True,False
mrpfresh,346110,True,False
mrpfresh,232790,True,False
GamerFag,440,True,False
GamerFag,70,True,False
GamerFag,1250,True,False
EHS-R3AP3R,339230,False,False
EHS-R3AP3R,349700,True,False
EHS-R3AP3R,226700,True,False
EHS-R3AP3R,209160,True,False
chidori_647,219990,True,False
chidori_647,213670,True,False
chidori_647,21100,False,False
chidori_647,8190,True,False
chidori_647,215470,False,False
76561198092227136,730,True,False
76561198092227136,1250,True,False
hellcat59,4000,True,False
76561198007584361,401650,True,False
tbimperator,35450,True,False
Allahu_Akbar666,230410,True,False
Allahu_Akbar666,304930,False,False
ulramite,290020,True,False
ulramite,248860,True,False
ulramite,211820,True,False
-GM-Dragon,226700,False,False
-GM-Dragon,244850,True,False
76561198054040292,298260,True,False
76561198078799606,370240,False,False
76561198078799606,730,True,False
76561198078799606,233450,True,False
I_DID_911_JUST_SAYING,214420,True,False
I_DID_911_JUST_SAYING,365670,True,False
I_DID_911_JUST_SAYING,221260,True,False
750805,369070,False,False
750805,91310,False,False
diabeticfuck,218620,True,False
diabeticfuck,419070,True,False
diabeticfuck,333930,False,False
diabeticfuck,287700,True,False
76561198054465623,302830,False,False
76561198054465623,24240,True,False
76561198054465623,39800,True,False
76561198054465623,250600,True,False
76561198054465623,105600,True,False
76561198054465623,113020,True,False
aaropro,440,True,False
aaropro,221100,True,False
abiam,238960,True,False
FrankoWalker,310370,True,False
FrankoWalker,260410,True,False
FrankoWalker,236390,True,False
LightfootSword7,221100,False,False
LightfootSword7,383870,True,False
SALTTHEW0UND,248820,True,False
SALTTHEW0UND,730,True,False
SALTTHEW0UND,550,True,False
SALTTHEW0UND,204030,True,False
SALTTHEW0UND,440,True,False
SALTTHEW0UND,383080,True,False
express157,304930,True,False
76561198074644990,242760,True,False
76561198074644990,207230,True,False
76561198074644990,9180,False,False
76561198064304806,730,True,False
TomoeMamiewe,10150,True,False
TomoeMamiewe,4000,True,False
76561198057086148,214950,True,False
Acidius99,218620,True,False
Acidius99,292030,True,False
Acidius99,261640,True,False
Acidius99,220240,True,False
Acidius99,271290,False,False
acorn13,313740,True,False
acorn13,34330,True,False
acorn13,271590,True,False
adamcookie,570,True,False
AddzyTheBaddzy,291550,True,False
AddzyTheBaddzy,259080,True,False
mrfunkyjunkie,233250,True,False
mrfunkyjunkie,256350,True,False
mrfunkyjunkie,249380,True,False
mradobe7,275850,False,False
76561198167207237,337320,True,False
76561198167207237,391540,True,False
76561198167207237,265930,True,False
76561198167207237,620,True,False
cancerkek,730,True,False
76561198073508075,10090,True,False
76561198073508075,251570,True,False
76561198073508075,218680,True,False
76561198074323290,252490,False,False
76561198074323290,251060,False,False
76561198090899557,252490,False,False
advenger95,22370,True,False
advenger95,307690,True,False
EndAtHallow,1250,True,False
76561198063624801,440,True,False
aeryal,440,True,False
76561198070263209,570,True,False
76561198015968275,248610,True,False
Agiegamma,208090,True,False
76561198082614708,250340,True,False
Agronoth,244850,True,False
Agronoth,221640,True,False
Agronoth,104900,True,False
Agronoth,105600,True,False
Agronoth,9450,False,False
UnholyFallenAngel,262410,True,False
UnholyFallenAngel,222940,True,False
UnholyFallenAngel,221040,True,False
76561198068565589,221100,True,False
76561198068565589,286570,True,False
76561198068565589,263440,False,False
SlutOnTheSpit,4000,True,False
WestyGaming,223710,True,False
NaruseAiria,317360,True,False
NaruseAiria,108600,True,False
NaruseAiria,259080,True,False
NaruseAiria,208520,True,False
76561198067713802,239660,True,False
76561198067713802,304930,True,False
76561198187212131,730,True,False
76561198044678148,495890,True,False
76561198044678148,472680,True,False
Alex680,4000,True,False
alansiulun,295270,True,False
alansiulun,265930,True,False
Albolah,283920,True,False
Albolah,440,True,False
Albolah,294650,True,False
76561198003056556,432020,False,False
76561198003056556,233720,True,False
maxpaynepillkiller,319630,True,False
maxpaynepillkiller,12120,True,False
maxpaynepillkiller,241930,True,False
maxpaynepillkiller,428690,True,False
maxpaynepillkiller,55230,True,False
maxpaynepillkiller,243470,False,False
AlexNoClutch,227860,False,False
Alexwai04,218620,True,False
76561198095481910,208090,True,False
76561198164545985,730,True,False
AlkalineDeath,228280,True,False
AlkalineDeath,240760,True,False
76561198075935236,226700,True,False
76561198075935236,250900,True,False
mintifreshbadger,35450,True,False
AlpacaRevolution,9900,True,False
AlpacaRevolution,212680,True,False
AlpacaRevolution,346110,False,False
AlphaBryn444,236370,True,False
76561198071952798,381210,True,False
76561198071952798,265930,False,False
76561198071952798,218620,True,False
76561198071952798,205100,True,False
76561198009001563,570,True,False
76561198016753953,271290,True,False
76561198016753953,570,True,False
smegmyfoodle,346010,True,False
smegmyfoodle,239250,True,False
76561198057869849,313120,True,False
76561198058836921,211820,True,False
lol_ursuchanoob,218620,True,False
lol_ursuchanoob,12210,True,False
lol_ursuchanoob,220240,True,False
lol_ursuchanoob,17300,True,False
AMV72,206440,True,False
AMV72,209100,False,False
AMV72,209000,True,False
AMV72,24240,True,False
76561198069170979,440,True,False
76561198085956238,224540,False,False
76561198085956238,47410,True,False
76561198085956238,34330,False,False
76561198132540690,730,True,False
76561198132540690,220200,True,False
711armageddoncarmageddon,113020,True,False
711armageddoncarmageddon,105600,True,False
76561198034868596,359870,True,False
Andraison,22230,True,False
76561198055790408,203770,True,False
76561198069560699,550,True,False
76561198069560699,259080,True,False
76561198069560699,72850,True,False
76561198069560699,8870,True,False
76561198099625419,230410,True,False
76561198099625419,19900,True,False
76561198099625419,241540,True,False
76561198099625419,220,True,False
76561198084032274,227940,False,False
76561198084032274,236390,False,False
Angrovar,17390,True,False
Angrovar,359320,True,False
AngryAinsley,317360,True,False
AngryAinsley,295110,True,False
AngryAinsley,264710,True,False
uradumbtit,274310,True,False
uradumbtit,4000,True,False
76561198037038784,252470,True,False
IKillNoobsFirst,730,True,False
76561198037888300,344770,True,False
1234865654,22380,True,False
76561198040925596,440,True,False
76561198084123358,9900,True,False
Apachehavoc,107410,False,False
ApexNZ,221640,True,False
ApexNZ,202170,True,False
ApexNZ,49520,True,False
ApexNZ,245490,True,False
ApexNZ,313120,True,False
76561198039441595,113020,False,False
76561198039441595,319510,False,False
76561198039441595,20,False,False
76561198039441595,209080,False,False
76561198039441595,223470,False,False
76561198039441595,417860,True,False
76561198039441595,269250,True,False
76561198039441595,313740,False,False
76561198039441595,8190,True,False
76561198036687918,377160,True,False
benjamin27,730,True,False
benjamin27,244850,True,False
AppoGetsSuperAdmin,212500,True,False
AppoGetsSuperAdmin,570,False,False
AppoGetsSuperAdmin,104900,True,False
76561198071475367,12160,True,False
76561198049916759,219990,True,False
76561198049916759,293260,True,False
76561198065064829,219640,True,False
XABLAUziitu,214420,False,False
XABLAUziitu,105600,True,False
XABLAUziitu,440,True,False
XABLAUziitu,200210,True,False
76561198012909706,218130,True,False
dragonchief,252490,False,False
76561198040530605,270210,True,False
76561198040530605,386070,True,False
76561198040530605,8930,True,False
76561198040530605,330830,True,False
76561198040530605,218230,True,False
76561198040530605,104900,True,False
76561198040530605,440,True,False
76561198040530605,240,True,False
76561197974500703,8980,True,False
76561197974500703,31270,True,False
76561197974500703,8190,True,False
76561197974500703,18700,False,False
76561197974500703,98800,True,False
76561197974500703,630,True,False
76561198047185525,213670,True,False
76561198047185525,218620,True,False
76561198047185525,226620,True,False
sweep6060,391540,True,False
bilyitu,570,True,False
bilyitu,730,True,False
76561198021244661,105600,True,False
76561198088538797,209870,True,False
deployablearchnagel,265630,True,False
rotflmaoman,401920,True,False
armouredmarshmallow,33230,True,False
armouredmarshmallow,239200,True,False
armouredmarshmallow,440,True,False
armouredmarshmallow,346900,True,False
armouredmarshmallow,230410,True,False
76561198020928326,70,True,False
Array71,8500,False,False
Array71,244850,True,False
76561198039874575,221100,True,False
arronlim13,99900,True,False
ARTHERDUNGER10,250900,True,False
Mackus1011,211820,True,False
Mackus1011,380600,True,False
Mackus1011,22380,True,False
Mackus1011,252490,True,False
76561198041877981,2450,False,False
76561198041877981,241540,True,False
ARZARNAR,220200,True,False
darkmassieh,47780,True,False
darkmassieh,377160,True,False
darkmassieh,4000,True,False
darkmassieh,107410,True,False
darkmassieh,230190,True,False
darkmassieh,435881,True,False
darkmassieh,490650,True,False
darkmassieh,391270,True,False
darkmassieh,301520,True,False
darkmassieh,227680,False,False
asianturtlefrenzy,246420,True,False
asianturtlefrenzy,253030,True,False
asianturtlefrenzy,418340,True,False
asianturtlefrenzy,223850,True,False
asianturtlefrenzy,263020,True,False
asianturtlefrenzy,287980,True,False
asianturtlefrenzy,245550,True,False
blowjobsfurdayzandgayz,570,True,False
blowjobsfurdayzandgayz,304050,False,False
blowjobsfurdayzandgayz,417860,True,False
blowjobsfurdayzandgayz,96100,False,False
76561198082992295,4000,True,False
76561198082992295,570,True,False
76561198082992295,230410,True,False
LaLocaDeLosDulces,80,True,False
76561198064352761,56400,True,False
assassin_warman,257850,True,False
assassin_warman,72850,True,False
assassin_warman,105600,True,False
assassin_warman,219150,True,False
assassin_warman,204450,True,False
assassin_warman,239140,True,False
assassin_warman,322500,False,False
assassin_warman,218620,True,False
assassin_warman,440,True,False
Astrelt,385770,True,False
Astrelt,252630,True,False
Astrelt,212200,True,False
Astrelt,218680,True,False
Astrelt,230410,True,False
Astrelt,4000,True,False
Astrelt,346900,True,False
Astrelt,440,True,False
Astrelt,387860,True,False
76561198091740831,387990,True,False
AtomicWoodchuck,310560,False,False
omgihaveawebpage,630,True,False
Swish0009,218620,True,False
Swish0009,203160,True,False
Swish0009,230410,True,False
Swish0009,213850,True,False
Aurora99,72850,True,False
Aurora99,730,True,False
Aurora99,105600,True,False
Aurora99,369580,True,False
Aurora99,282440,False,False
Aurora99,1250,True,False
Aurora99,440,True,False
Aurora99,8400,True,False
76561198053071988,271590,False,False
76561198083375450,225640,True,False
76561198083375450,113420,True,False
76561198083375450,226700,False,False
76561198083375450,377160,True,False
76561198083375450,421770,False,False
76561198083375450,239220,True,False
76561198083375450,224600,True,False
scroopy22,236690,True,False
76561198078730600,440,True,False
auzmoz,17100,True,False
auzmoz,243870,True,False
auzmoz,223750,True,False
auzmoz,320,True,False
auzzie_96,289130,True,False
fatrangacuntnolifevirgin,202970,True,False
76561198064150679,20920,True,False
76561198110293299,265930,True,False
76561198110293299,346110,True,False
76561198110293299,304930,True,False
76561198110293299,236390,True,False
de_triggered,270370,True,False
de_triggered,268650,True,False
de_triggered,224540,True,False
de_triggered,219640,True,False
de_triggered,236390,True,False
76561198071748311,391540,True,False
Azrafael,215530,True,False
Azrafael,379720,True,False
-Azsael-,226860,True,False
76561198076301023,251570,True,False
hoarbiscuit,55230,True,False
bohgeraltofrivia,259700,True,False
bohgeraltofrivia,261640,True,False
TeH-B-Rad,730,True,False
TeH-B-Rad,440,True,False
BAW_Killer,221100,True,False
BAW_Killer,287700,False,False
gamerdude7892,22380,True,False
2ez4medick,570,True,False
BBBirb,4000,True,False
BBBirb,304050,True,False
AgentXiri,570,True,False
76561197998761331,310380,True,False
76561198064579722,4000,True,False
76561198096750939,4000,True,False
potatoskins,233270,True,False
crispymemesmantheyremyfavourite,230410,True,False
crispymemesmantheyremyfavourite,383980,True,False
crispymemesmantheyremyfavourite,304050,True,False
crispymemesmantheyremyfavourite,212680,True,False
76561198074409406,391460,False,False
H-Alo,346010,True,False
420Blz,107410,True,False
76561198076548816,200210,True,False
76561198076548816,304930,False,False
76561198076548816,226700,True,False
76561198076548816,113020,True,False
76561198076548816,219740,True,False
chillrend,221100,True,False
chillrend,393010,True,False
chillrend,208090,True,False
chillrend,440,True,False
BarretaJrs,440,True,False
Gborges,440,True,False
lukeyturley,730,True,False
lukeyturley,247730,False,False
lukeyturley,218230,True,False
PolygonCloud,205890,True,False
76561198095142204,570,True,False
BOB_200,8400,True,False
BOB_200,434260,True,False
76561198070735033,359290,False,False
76561198018560501,10500,True,False
76561198069458790,730,True,False
76561198069458790,265630,True,False
76561198069458790,440,True,False
76561198051148175,218620,True,False
76561198047208452,220240,True,False
76561198047208452,34900,True,False
76561198047208452,113200,True,False
generalale,239160,True,False
generalale,220240,True,False
generalale,440,True,False
brendoboy,630,True,False
brendoboy,218620,False,False
brendoboy,208090,False,False
brendoboy,230410,True,False
brendoboy,322330,True,False
brendoboy,241930,True,False
brendoboy,1250,True,False
76561198071234254,200210,True,False
76561198071234254,238460,True,False
76561198071234254,730,True,False
76561198071234254,105600,True,False
76561198071234254,440,True,False
76561198165870150,72850,True,False
76561197988934555,236390,True,False
76561197988934555,290300,True,False
76561197988934555,295110,True,False
76561197988934555,301520,True,False
Infixation,346560,True,False
Infixation,328220,True,False
Infixation,256410,True,False
Infixation,730,True,False
Infixation,252490,True,False
76561198071162228,218620,True,False
76561198047304525,239070,True,False
76561197994969639,91310,True,False
JuanManSnipez,730,True,False
Ben_Andy,265770,False,False
Ben_Andy,105600,True,False
Bennysaputra,10,True,False
76561198067021476,730,True,False
76561198067021476,242760,True,False
76561198067021476,239140,True,False
76561198067021476,263280,True,False
76561198190487725,252490,True,False
76561198190487725,386360,True,False
76561198045071942,310380,True,False
Bhappiikhat,304930,True,False
Ahahahahahahahahahahahahahahaha,363970,True,False
Ahahahahahahahahahahahahahahaha,570,False,False
BITCHPLESE,295110,True,False
BITCHPLESE,252490,False,False
BITCHPLESE,319630,True,False
Too_1337,220,True,False
Too_1337,4000,True,False
kinglemon1222,48700,True,False
76561198030636321,255710,True,False
76561198007342405,364360,True,False
76561198007342405,730,False,False
76561198007342405,236390,True,False
IJustWantedToTalk,4000,True,False
IJustWantedToTalk,550,False,False
IJustWantedToTalk,271590,False,False
IJustWantedToTalk,219640,True,False
IJustWantedToTalk,304930,True,False
IJustWantedToTalk,247730,False,False
76561198081885254,265630,True,False
76561198034643189,263280,True,False
LlamasInNigjamas,730,True,False
mavros88,369200,False,False
mavros88,288470,True,False
mavros88,298110,False,False
mavros88,730,True,False
mavros88,282140,True,False
mavros88,323370,True,False
mavros88,209870,True,False
mavros88,216250,True,False
mavros88,50300,True,False
76561198035363871,381210,False,False
Hummingsenpai,333930,True,False
CHAAANG,10680,True,False
CHAAANG,238320,True,False
76561198056980314,236390,True,False
76561198056980314,34330,True,False
76561198077586769,440,True,False
bitmat,300570,True,False
bitmat,201420,True,False
bitmat,220240,True,False
bitmat,211420,True,False
76561198028483487,238260,True,False
Ghoster09,206210,True,False
Ghoster09,570,True,False
Ghoster09,440,True,False
76561198081496844,6060,True,False
